,price,kms_driven,owner,age,power,brand
4970,20700.0,32340.0,First Owner,7.0,100.0,Bajaj
4971,90000.0,31074.0,First Owner,8.0,250.0,Honda
4972,78400.0,23180.0,Second Owner,8.0,250.0,Honda
4973,381700.0,2000.0,First Owner,6.0,750.0,Harley-Davidson
4974,198599.0,930.0,First Owner,3.0,250.0,KTM
4975,223000.0,400.0,First Owner,3.0,295.0,Jawa
4976,32000.0,43000.0,First Owner,6.0,100.0,Hero
4977,69000.0,3542.0,First Owner,3.0,220.0,Bajaj
4979,45000.0,18000.0,First Owner,5.0,160.0,TVS
4980,23000.0,18000.0,First Owner,9.0,100.0,Bajaj
4981,51000.0,39766.0,First Owner,7.0,220.0,Bajaj
4982,36000.0,21657.0,First Owner,9.0,160.0,TVS
4983,145500.0,33486.0,First Owner,4.0,350.0,Royal Enfield
4994,33000.0,5188.0,First Owner,6.0,135.0,Bajaj
4995,21316.0,39000.0,First Owner,11.0,135.0,Bajaj
4996,110000.0,15400.0,First Owner,4.0,500.0,Royal Enfield
4997,36000.0,17000.0,Second Owner,4.0,100.0,Hero
4998,115000.0,13797.0,First Owner,4.0,400.0,Bajaj
4999,82000.0,15418.0,Second Owner,10.0,350.0,Royal Enfield
5000,20000.0,73317.0,Second Owner,13.0,223.0,Hero
5001,96300.0,28000.0,First Owner,9.0,350.0,Royal Enfield
5002,97000.0,41211.0,First Owner,7.0,350.0,Royal Enfield
5003,85000.0,24592.0,First Owner,10.0,350.0,Royal Enfield
5004,47600.0,18000.0,First Owner,4.0,110.0,Honda
5005,33000.0,15250.0,First Owner,9.0,150.0,Honda
5006,19000.0,26527.0,First Owner,16.0,100.0,Bajaj
5007,10000.0,35000.0,Second Owner,11.0,110.0,TVS
5008,101697.0,7734.0,First Owner,4.0,200.0,Bajaj
5009,48000.0,54990.0,First Owner,6.0,220.0,Bajaj
5010,46500.0,16540.0,Second Owner,6.0,220.0,Bajaj
5011,10000.0,37066.0,Second Owner,16.0,100.0,Bajaj
5012,39000.0,52000.0,First Owner,6.0,125.0,Hero
5013,35000.0,24000.0,First Owner,11.0,150.0,Honda
5014,135000.0,9600.0,First Owner,5.0,410.0,Royal Enfield
5015,24000.0,65000.0,First Owner,11.0,125.0,Hero
5016,378000.0,13000.0,First Owner,8.0,883.0,Harley-Davidson
5017,68000.0,23.0,Third Owner,39.0,250.0,Yezdi
5018,45000.0,18611.0,First Owner,5.0,180.0,TVS
5019,40000.0,3443.0,First Owner,6.0,220.0,Bajaj
5020,32000.0,10576.0,First Owner,8.0,220.0,Bajaj
5021,104400.0,41000.0,First Owner,5.0,350.0,Royal Enfield
5022,38000.0,25000.0,First Owner,6.0,150.0,Suzuki
5023,61000.0,5250.0,First Owner,3.0,100.0,Hero
5024,107000.0,5000.0,First Owner,3.0,300.0,Mahindra
5025,100400.0,5300.0,First Owner,6.0,200.0,Bajaj
5026,109000.0,13110.0,Second Owner,5.0,500.0,Royal Enfield
5027,40362.0,14653.0,First Owner,6.0,150.0,Suzuki
5028,13000.0,65000.0,First Owner,14.0,100.0,Hero
5029,130000.0,23400.0,First Owner,4.0,400.0,Bajaj
5030,70000.0,25240.0,First Owner,6.0,200.0,Bajaj
5031,120000.0,13560.0,First Owner,4.0,350.0,Royal Enfield
5032,42000.0,26839.0,First Owner,3.0,100.0,Hero
5033,13500.0,50000.0,First Owner,10.0,110.0,Honda
5034,70000.0,10000.0,Third Owner,4.0,223.0,Hero
5035,35000.0,35020.0,First Owner,5.0,150.0,Bajaj
5036,80000.0,42173.0,First Owner,5.0,200.0,Bajaj
5037,105000.0,28000.0,First Owner,6.0,200.0,KTM
5038,42000.0,12000.0,First Owner,4.0,150.0,Bajaj
5039,20000.0,36903.0,First Owner,12.0,150.0,Bajaj
5040,61500.0,15264.0,First Owner,4.0,220.0,Bajaj
5041,190000.0,6000.0,First Owner,3.0,310.0,TVS
5042,75000.0,18304.0,First Owner,4.0,200.0,TVS
5043,40000.0,17038.0,First Owner,5.0,150.0,Bajaj
5044,35000.0,23297.0,Second Owner,5.0,150.0,Bajaj
5045,24500.0,51999.0,First Owner,7.0,125.0,Honda
5046,60000.0,7312.0,First Owner,2.0,150.0,Bajaj
5047,143000.0,2963.0,First Owner,3.0,200.0,KTM
5048,20000.0,20000.0,First Owner,14.0,160.0,TVS
5049,35000.0,47000.0,First Owner,10.0,150.0,Bajaj
5050,95000.0,9000.0,First Owner,6.0,350.0,Royal Enfield
5051,28000.0,47098.0,First Owner,9.0,223.0,Hero
5052,45000.0,17900.0,First Owner,5.0,150.0,Bajaj
5053,25000.0,14002.0,Second Owner,10.0,100.0,Hero
5054,75000.0,24203.0,First Owner,7.0,350.0,Royal Enfield
5055,98000.0,28026.0,First Owner,5.0,200.0,Bajaj
5056,12800.0,50000.0,First Owner,13.0,150.0,Hero
5057,198000.0,5640.0,First Owner,3.0,390.0,KTM
5058,95000.0,20000.0,First Owner,6.0,350.0,Royal Enfield
5059,25000.0,38247.0,First Owner,8.0,110.0,Mahindra
5060,110000.0,24300.0,First Owner,3.0,350.0,Royal Enfield
5061,35000.0,45189.0,First Owner,10.0,150.0,Bajaj
5062,16000.0,99000.0,First Owner,11.0,150.0,Bajaj
5063,66400.0,2600.0,First Owner,4.0,150.0,Bajaj
5064,26000.0,43625.0,First Owner,8.0,110.0,Hero
5065,43000.0,38000.0,First Owner,7.0,150.0,Yamaha
5066,40000.0,19300.0,First Owner,7.0,220.0,Bajaj
5067,85000.0,33783.0,First Owner,7.0,350.0,Royal Enfield
5068,52000.0,4725.0,First Owner,5.0,150.0,Bajaj
5069,125000.0,8930.0,First Owner,4.0,400.0,Bajaj
5070,121000.0,13013.0,First Owner,3.0,150.0,Yamaha
5071,35000.0,28000.0,Second Owner,6.0,223.0,Hero
5072,96000.0,16317.0,Second Owner,5.0,350.0,Royal Enfield
5073,19000.0,69761.0,First Owner,9.0,125.0,Honda
5074,130800.0,24000.0,First Owner,5.0,350.0,Royal Enfield
5075,60000.0,4200.0,First Owner,9.0,200.0,Bajaj
5076,67000.0,25000.0,Second Owner,8.0,200.0,KTM
5077,80000.0,25000.0,First Owner,7.0,250.0,Honda
5078,50300.0,14000.0,First Owner,7.0,220.0,Bajaj
5079,23400.0,15000.0,First Owner,9.0,125.0,Honda
5080,105000.0,18000.0,First Owner,6.0,390.0,KTM
5081,21100.0,21000.0,First Owner,11.0,100.0,Bajaj
5082,283700.0,4400.0,First Owner,5.0,250.0,Hyosung
5083,27500.0,32659.0,First Owner,10.0,100.0,Hero
5084,25000.0,39000.0,First Owner,9.0,100.0,Hero
5085,90000.0,17000.0,First Owner,4.0,150.0,Yamaha
5086,20300.0,46000.0,First Owner,15.0,100.0,Hero
5087,55800.0,4000.0,First Owner,4.0,125.0,Honda
5088,125000.0,31243.0,First Owner,4.0,400.0,Bajaj
5089,160000.0,5000.0,First Owner,4.0,350.0,Royal Enfield
5090,12982.0,100000.0,Second Owner,12.0,150.0,Bajaj
5091,25000.0,25000.0,Second Owner,7.0,125.0,Honda
5092,25000.0,16565.0,First Owner,6.0,110.0,TVS
5093,51000.0,26219.0,First Owner,6.0,150.0,Yamaha
5094,18200.0,45000.0,First Owner,12.0,150.0,Hero
5095,15000.0,36888.0,First Owner,13.0,135.0,Bajaj
5096,84000.0,19912.0,First Owner,7.0,350.0,Royal Enfield
5097,128000.0,5541.0,First Owner,4.0,500.0,Royal Enfield
5098,30000.0,30000.0,First Owner,6.0,135.0,Bajaj
5099,60000.0,15927.0,Second Owner,6.0,150.0,Bajaj
5100,158000.0,3834.0,First Owner,4.0,390.0,KTM
5101,43600.0,60000.0,First Owner,8.0,200.0,Bajaj
5102,15000.0,532.0,First Owner,14.0,150.0,Bajaj
5103,57999.0,3000.0,First Owner,4.0,110.0,Hero
5104,58000.0,28000.0,First Owner,7.0,150.0,Yamaha
5105,32000.0,31000.0,First Owner,10.0,125.0,Honda
5106,65000.0,2500.0,First Owner,3.0,125.0,Honda
5107,133000.0,26000.0,First Owner,5.0,390.0,KTM
5108,29200.0,30000.0,First Owner,8.0,150.0,Bajaj
5109,91000.0,5500.0,First Owner,2.0,160.0,Honda
5110,115000.0,24000.0,First Owner,4.0,350.0,Royal Enfield
5111,50000.0,200.0,First Owner,3.0,100.0,Bajaj
5112,140000.0,7000.0,First Owner,6.0,390.0,KTM
5113,36000.0,4838.0,First Owner,4.0,125.0,Bajaj
5114,32000.0,26500.0,First Owner,7.0,100.0,Bajaj
5115,100000.0,1300.0,First Owner,4.0,200.0,TVS
5116,55000.0,43000.0,First Owner,5.0,150.0,Yamaha
5117,62000.0,23367.0,First Owner,15.0,350.0,Royal Enfield
5118,60000.0,18200.0,First Owner,9.0,150.0,Yamaha
5119,28000.0,25000.0,First Owner,9.0,150.0,Hero
5120,120000.0,16000.0,Second Owner,7.0,200.0,KTM
5121,20000.0,35063.0,Second Owner,13.0,150.0,Honda
5122,73000.0,14000.0,First Owner,3.0,150.0,Yamaha
5123,45000.0,15000.0,First Owner,5.0,150.0,Bajaj
5124,170000.0,6000.0,First Owner,3.0,500.0,Royal Enfield
5125,55000.0,38000.0,First Owner,6.0,220.0,Bajaj
5126,83100.0,13450.0,First Owner,4.0,150.0,Bajaj
5127,25000.0,50000.0,First Owner,7.0,100.0,Hero
5128,39200.0,16500.0,Second Owner,5.0,125.0,Honda
5129,141000.0,4625.0,First Owner,3.0,350.0,Royal Enfield
5130,134400.0,1550.0,First Owner,4.0,350.0,Royal Enfield
5131,15000.0,70000.0,First Owner,13.0,150.0,Bajaj
5132,78500.0,35596.0,First Owner,6.0,350.0,Royal Enfield
5133,170000.0,500.0,First Owner,2.0,350.0,Royal Enfield
5134,52000.0,3400.0,First Owner,3.0,125.0,Bajaj
5135,29500.0,36484.0,First Owner,8.0,100.0,Hero
5136,36000.0,30000.0,First Owner,7.0,150.0,Honda
5137,65000.0,30000.0,First Owner,4.0,150.0,Bajaj
5138,50000.0,1234.0,Second Owner,7.0,220.0,Bajaj
5139,42500.0,16435.0,First Owner,7.0,150.0,Yamaha
5140,43000.0,60000.0,First Owner,7.0,150.0,Yamaha
5141,80000.0,35000.0,First Owner,10.0,250.0,Honda
5142,21000.0,7100.0,First Owner,9.0,100.0,Hero
5143,45000.0,72354.0,First Owner,10.0,150.0,Yamaha
5144,10500.0,717794.0,First Owner,15.0,125.0,Bajaj
5145,29500.0,25000.0,First Owner,10.0,150.0,Bajaj
5146,38000.0,58816.0,First Owner,11.0,220.0,Bajaj
5147,150000.0,2200.0,First Owner,4.0,250.0,Honda
5148,30000.0,22560.0,First Owner,7.0,100.0,Hero
5149,115000.0,18057.0,Second Owner,5.0,350.0,Royal Enfield
5150,19000.0,78822.0,First Owner,8.0,125.0,Hero
5151,34000.0,38000.0,First Owner,11.0,150.0,Yamaha
5152,28000.0,14256.0,First Owner,12.0,223.0,Hero
5153,125000.0,9858.0,First Owner,4.0,350.0,Royal Enfield
5154,110000.0,25327.0,First Owner,5.0,390.0,KTM
5155,41000.0,71303.0,First Owner,6.0,220.0,Bajaj
5156,20000.0,57500.0,Second Owner,14.0,180.0,Bajaj
5157,11000.0,20000.0,First Owner,12.0,100.0,Hero
5158,109000.0,13000.0,First Owner,6.0,350.0,Royal Enfield
5159,63000.0,21000.0,First Owner,4.0,220.0,Bajaj
5160,41999.0,54362.0,First Owner,4.0,150.0,Bajaj
5161,87000.0,35450.0,First Owner,6.0,200.0,Bajaj
5162,41400.0,21000.0,First Owner,4.0,125.0,Hero
5163,9000.0,72378.0,First Owner,15.0,100.0,TVS
5164,22000.0,54000.0,Second Owner,13.0,180.0,Bajaj
5165,123400.0,5000.0,First Owner,4.0,350.0,Royal Enfield
5166,17000.0,35655.0,First Owner,10.0,125.0,Honda
5167,18000.0,42000.0,First Owner,11.0,135.0,Bajaj
5168,82500.0,13000.0,First Owner,6.0,200.0,Bajaj
5169,70000.0,7900.0,First Owner,6.0,150.0,Suzuki
5177,51000.0,24800.0,First Owner,5.0,160.0,Honda
5178,155000.0,7563.0,First Owner,3.0,250.0,KTM
5179,75068.0,16919.0,First Owner,9.0,350.0,Royal Enfield
5180,153000.0,10000.0,First Owner,3.0,500.0,Royal Enfield
5184,35300.0,55000.0,First Owner,8.0,223.0,Hero
5185,22000.0,16750.0,First Owner,10.0,223.0,Hero
5186,36800.0,41090.0,Second Owner,4.0,150.0,Bajaj
5187,49000.0,13281.0,First Owner,5.0,150.0,Bajaj
5188,37000.0,29094.0,First Owner,4.0,125.0,Bajaj
5189,21400.0,45000.0,First Owner,8.0,125.0,Honda
5190,93000.0,4761.0,First Owner,6.0,350.0,Royal Enfield
5191,100000.0,9200.0,First Owner,3.0,150.0,Suzuki
5192,100500.0,6000.0,First Owner,3.0,150.0,Suzuki
5193,90000.0,14330.0,First Owner,3.0,350.0,Royal Enfield
5194,55000.0,15000.0,Second Owner,12.0,350.0,Royal Enfield
5195,119000.0,14735.0,First Owner,5.0,500.0,Royal Enfield
5196,26000.0,55686.0,Second Owner,9.0,220.0,Bajaj
5197,113000.0,14200.0,First Owner,4.0,350.0,Royal Enfield
5198,40000.0,75000.0,First Owner,8.0,150.0,Bajaj
5199,32000.0,21000.0,First Owner,5.0,150.0,Bajaj
5200,13500.0,477976.0,First Owner,14.0,135.0,Bajaj
5201,66400.0,27481.0,Second Owner,7.0,150.0,Yamaha
5202,67000.0,43871.0,First Owner,6.0,150.0,Honda
5210,140000.0,9000.0,First Owner,5.0,410.0,Royal Enfield
5211,45000.0,32375.0,First Owner,8.0,150.0,Yamaha
5212,61000.0,41000.0,First Owner,7.0,220.0,Bajaj
5213,38000.0,16500.0,First Owner,9.0,110.0,Honda
5214,75500.0,23800.0,First Owner,7.0,150.0,Honda
5215,125000.0,700.0,First Owner,3.0,150.0,Suzuki
5216,140000.0,99999.0,First Owner,37.0,350.0,Royal Enfield
5217,49100.0,10000.0,First Owner,5.0,150.0,Bajaj
5218,95000.0,15288.0,Second Owner,5.0,350.0,Royal Enfield
5219,85000.0,26000.0,First Owner,6.0,200.0,Bajaj
5220,110000.0,26927.0,First Owner,6.0,350.0,Royal Enfield
5221,20000.0,38500.0,Fourth Owner Or More,12.0,125.0,Yamaha
5222,28000.0,25000.0,First Owner,7.0,150.0,Bajaj
5223,109500.0,13000.0,First Owner,8.0,500.0,Royal Enfield
5224,99000.0,19000.0,First Owner,6.0,350.0,Royal Enfield
5225,69999.0,7054.0,First Owner,5.0,150.0,Bajaj
5226,115000.0,12000.0,First Owner,6.0,350.0,Royal Enfield
5227,24000.0,6000.0,First Owner,10.0,100.0,Hero
5228,56000.0,17330.0,First Owner,6.0,149.0,Hero
5232,24500.0,21891.0,First Owner,7.0,125.0,Bajaj
5233,36999.0,57811.0,First Owner,8.0,180.0,Bajaj
5234,110439.0,3000.0,First Owner,9.0,500.0,Royal Enfield
5235,116762.0,30000.0,First Owner,7.0,500.0,Royal Enfield
5236,67000.0,12000.0,First Owner,4.0,160.0,Honda
5237,40000.0,38000.0,First Owner,8.0,150.0,Yamaha
5238,26000.0,17695.0,First Owner,8.0,100.0,Bajaj
5239,140000.0,9788.0,First Owner,5.0,350.0,Royal Enfield
5240,92300.0,10000.0,First Owner,4.0,200.0,TVS
5241,20100.0,45330.0,First Owner,14.0,100.0,Hero
5242,69000.0,22000.0,First Owner,6.0,150.0,Bajaj
5243,26000.0,33000.0,First Owner,12.0,150.0,Honda
5244,139000.0,17000.0,First Owner,4.0,350.0,Royal Enfield
5245,97500.0,19562.0,First Owner,7.0,350.0,Royal Enfield
5246,48000.0,11000.0,First Owner,7.0,150.0,Yamaha
5247,140900.0,1400.0,First Owner,6.0,500.0,Royal Enfield
5248,179000.0,14000.0,First Owner,4.0,500.0,Royal Enfield
5249,25000.0,60000.0,First Owner,9.0,150.0,Bajaj
5250,180000.0,4030.0,First Owner,4.0,500.0,Royal Enfield
5251,84000.0,1920.0,First Owner,4.0,150.0,Bajaj
5252,125000.0,20000.0,First Owner,6.0,350.0,Royal Enfield
5253,55000.0,27000.0,First Owner,8.0,200.0,Bajaj
5254,65000.0,3200.0,First Owner,5.0,150.0,Hero
5255,88000.0,8000.0,First Owner,4.0,150.0,Suzuki
5256,27500.0,18000.0,First Owner,7.0,110.0,Honda
5257,80000.0,23895.0,First Owner,7.0,350.0,Royal Enfield
5258,19600.0,42000.0,Second Owner,11.0,100.0,Hero
5259,95000.0,25000.0,First Owner,5.0,350.0,Royal Enfield
5260,99000.0,23397.0,First Owner,4.0,350.0,Royal Enfield
5261,30000.0,51528.0,First Owner,9.0,150.0,Hero
5262,120000.0,10147.0,First Owner,3.0,220.0,Bajaj
5263,110000.0,9119.0,First Owner,5.0,200.0,Bajaj
5264,100000.0,7000.0,First Owner,7.0,390.0,KTM
5265,55000.0,10000.0,First Owner,4.0,125.0,Honda
5266,21000.0,19000.0,First Owner,10.0,100.0,Hero
5267,20000.0,70628.0,First Owner,10.0,100.0,Hero
5268,25000.0,58137.0,First Owner,10.0,100.0,Hero
5269,42000.0,35000.0,First Owner,7.0,223.0,Hero
5270,110000.0,5073.0,First Owner,5.0,350.0,Royal Enfield
5271,106000.0,14403.0,First Owner,5.0,390.0,KTM
5272,74000.0,23000.0,First Owner,7.0,150.0,Yamaha
5273,18600.0,56000.0,First Owner,10.0,150.0,Bajaj
5274,472000.0,550.0,First Owner,3.0,750.0,Harley-Davidson
5275,89000.0,13000.0,First Owner,8.0,350.0,Royal Enfield
5276,95000.0,40500.0,First Owner,8.0,500.0,Royal Enfield
5277,65000.0,18500.0,First Owner,5.0,160.0,TVS
5278,125000.0,8200.0,First Owner,5.0,200.0,KTM
5279,430000.0,1200.0,First Owner,6.0,750.0,Harley-Davidson
5280,35000.0,9500.0,First Owner,6.0,100.0,Hero
5281,40000.0,38950.0,First Owner,5.0,110.0,TVS
5282,40000.0,80000.0,First Owner,9.0,160.0,TVS
5283,140000.0,10000.0,First Owner,6.0,200.0,KTM
5284,55000.0,2000.0,First Owner,3.0,110.0,Bajaj
5285,59999.0,20850.0,First Owner,7.0,150.0,Bajaj
5286,112100.0,22800.0,First Owner,5.0,350.0,Royal Enfield
5287,137999.0,7900.0,First Owner,5.0,500.0,Royal Enfield
5288,70000.0,11000.0,First Owner,4.0,150.0,Bajaj
5289,25000.0,28000.0,First Owner,7.0,110.0,Honda
5290,15600.0,50000.0,First Owner,13.0,150.0,Hero
5292,44600.0,39500.0,First Owner,8.0,220.0,Bajaj
5293,225000.0,2400.0,First Owner,4.0,390.0,KTM
5294,120000.0,2827.0,First Owner,5.0,350.0,Royal Enfield
5295,118000.0,12434.0,First Owner,6.0,500.0,Royal Enfield
5296,150000.0,38000.0,First Owner,14.0,500.0,Royal Enfield
5297,30000.0,9300.0,First Owner,11.0,150.0,Yamaha
5298,41000.0,60000.0,First Owner,10.0,150.0,Yamaha
5299,90000.0,12000.0,First Owner,8.0,350.0,Royal Enfield
5300,18000.0,18465.0,First Owner,12.0,150.0,Yamaha
5301,110000.0,5548.0,First Owner,4.0,400.0,Bajaj
5302,110000.0,25353.0,First Owner,5.0,500.0,Royal Enfield
5303,170000.0,6700.0,First Owner,3.0,350.0,Royal Enfield
5306,77000.0,25400.0,First Owner,3.0,150.0,Suzuki
5307,65200.0,20000.0,First Owner,3.0,220.0,Bajaj
5308,45000.0,30000.0,First Owner,8.0,150.0,Yamaha
5309,160000.0,23766.0,First Owner,5.0,390.0,KTM
5313,21000.0,28808.0,First Owner,7.0,100.0,Bajaj
5319,19269.0,36526.0,Second Owner,11.0,100.0,Bajaj
5320,43000.0,15000.0,Second Owner,5.0,150.0,Bajaj
5321,140000.0,6500.0,First Owner,5.0,200.0,KTM
5322,180000.0,2000.0,First Owner,4.0,500.0,Royal Enfield
5323,20000.0,46000.0,First Owner,12.0,100.0,Hero
5324,100000.0,11170.0,First Owner,6.0,200.0,Bajaj
5325,131700.0,5000.0,First Owner,6.0,500.0,Royal Enfield
5326,30000.0,24000.0,First Owner,9.0,150.0,Yamaha
5327,67000.0,12000.0,First Owner,5.0,220.0,Bajaj
5328,25000.0,38425.0,First Owner,8.0,125.0,Bajaj
5329,42000.0,9000.0,First Owner,6.0,110.0,Hero
5330,60000.0,9000.0,First Owner,6.0,150.0,Bajaj
5331,70400.0,7000.0,First Owner,4.0,150.0,Bajaj
5332,41000.0,33000.0,First Owner,9.0,220.0,Bajaj
5333,58000.0,20000.0,First Owner,7.0,220.0,Bajaj
5334,50400.0,15000.0,First Owner,6.0,160.0,Honda
5335,90500.0,28000.0,First Owner,5.0,150.0,Yamaha
5336,90000.0,1500.0,First Owner,4.0,220.0,Bajaj
5337,120000.0,24000.0,First Owner,7.0,390.0,KTM
5338,45000.0,15000.0,First Owner,5.0,100.0,Hero
5339,31500.0,35600.0,First Owner,7.0,100.0,Hero
5348,41800.0,3360.0,First Owner,3.0,100.0,Bajaj
5349,27500.0,48000.0,First Owner,8.0,100.0,Bajaj
5350,23500.0,40000.0,First Owner,10.0,150.0,Bajaj
5351,23000.0,30000.0,First Owner,9.0,125.0,Hero
5352,75000.0,15000.0,First Owner,5.0,220.0,Bajaj
5353,59000.0,40000.0,First Owner,6.0,150.0,Bajaj
5354,42000.0,32300.0,First Owner,7.0,150.0,Hero
5355,60000.0,11000.0,First Owner,5.0,150.0,Bajaj
5356,22000.0,20000.0,First Owner,11.0,100.0,Hero
5357,36300.0,38000.0,First Owner,6.0,110.0,Hero
5358,88600.0,6200.0,First Owner,4.0,220.0,Bajaj
5359,42000.0,25000.0,First Owner,5.0,110.0,Hero
5360,60000.0,46000.0,First Owner,5.0,150.0,Bajaj
5361,20000.0,60500.0,First Owner,11.0,150.0,Hero
5362,69000.0,17000.0,First Owner,5.0,150.0,Bajaj
5363,18000.0,77700.0,First Owner,11.0,135.0,Bajaj
5364,72000.0,7000.0,Second Owner,3.0,180.0,TVS
5365,34000.0,50000.0,Third Owner,10.0,150.0,Yamaha
5366,82000.0,57444.0,First Owner,6.0,200.0,Bajaj
5367,80000.0,7018.0,First Owner,4.0,150.0,Yamaha
5368,25000.0,24000.0,First Owner,8.0,125.0,Hero
5371,45000.0,5382.0,First Owner,5.0,150.0,Yamaha
5388,48400.0,14500.0,First Owner,6.0,150.0,Bajaj
5389,105000.0,9900.0,First Owner,8.0,500.0,Royal Enfield
5390,48000.0,9800.0,First Owner,6.0,150.0,Suzuki
5391,43000.0,10000.0,First Owner,4.0,100.0,Bajaj
5392,90000.0,7800.0,First Owner,7.0,350.0,Royal Enfield
5393,78000.0,10575.0,First Owner,4.0,150.0,Suzuki
5394,23000.0,61122.0,First Owner,17.0,100.0,Hero
5395,36000.0,16830.0,First Owner,6.0,100.0,Hero
5396,18000.0,39000.0,First Owner,13.0,150.0,Bajaj
5397,110000.0,13000.0,First Owner,6.0,350.0,Royal Enfield
5398,139999.0,5500.0,First Owner,6.0,200.0,KTM
5399,145000.0,10000.0,First Owner,5.0,350.0,Royal Enfield
5400,132400.0,12000.0,First Owner,5.0,350.0,Royal Enfield
5401,68000.0,10000.0,First Owner,5.0,180.0,TVS
5402,28000.0,18000.0,First Owner,9.0,125.0,Bajaj
5403,90000.0,38400.0,First Owner,10.0,350.0,Royal Enfield
5404,25000.0,43000.0,First Owner,9.0,125.0,Bajaj
5405,27500.0,22365.0,First Owner,10.0,100.0,Hero
5406,88000.0,150.0,First Owner,4.0,160.0,Honda
5407,141900.0,7400.0,First Owner,4.0,350.0,Royal Enfield
5408,110500.0,30000.0,First Owner,6.0,350.0,Royal Enfield
5409,95000.0,27200.0,First Owner,8.0,350.0,Royal Enfield
5410,51000.0,4669.0,First Owner,4.0,110.0,Hero
5411,35526.0,16500.0,First Owner,6.0,125.0,Honda
5412,49800.0,41365.0,First Owner,6.0,150.0,Honda
5413,40800.0,25000.0,First Owner,9.0,220.0,Bajaj
5414,29000.0,24000.0,First Owner,7.0,100.0,Hero
5415,35255.0,25000.0,First Owner,9.0,150.0,Yamaha
5416,30000.0,40457.0,First Owner,7.0,100.0,Hero
5417,130000.0,7000.0,First Owner,5.0,350.0,Royal Enfield
5418,46728.0,55300.0,First Owner,7.0,150.0,Yamaha
5419,21000.0,45000.0,First Owner,12.0,150.0,Bajaj
5420,142600.0,28000.0,First Owner,6.0,390.0,KTM
5421,82000.0,23000.0,First Owner,6.0,150.0,Yamaha
5422,60000.0,15000.0,First Owner,6.0,150.0,Bajaj
5423,30000.0,17500.0,First Owner,8.0,125.0,Honda
5424,35000.0,9614.0,First Owner,7.0,110.0,Mahindra
5425,130000.0,9800.0,First Owner,7.0,390.0,KTM
5426,48000.0,14000.0,First Owner,8.0,150.0,Hero
5427,120000.0,15500.0,First Owner,6.0,350.0,Royal Enfield
5428,80000.0,9000.0,First Owner,5.0,150.0,Bajaj
5429,88000.0,3500.0,First Owner,4.0,180.0,TVS
5430,30000.0,13000.0,First Owner,8.0,125.0,Hero
5431,125000.0,10200.0,First Owner,5.0,350.0,Royal Enfield
5432,27000.0,25874.0,First Owner,10.0,150.0,Hero
5433,165000.0,17883.0,First Owner,6.0,390.0,KTM
5434,56435.0,12192.0,First Owner,5.0,110.0,Hero
5436,100000.0,5000.0,First Owner,5.0,150.0,Yamaha
5437,67000.0,15500.0,First Owner,5.0,220.0,Bajaj
5438,25000.0,98707.0,First Owner,11.0,150.0,Bajaj
5439,30000.0,64800.0,First Owner,13.0,150.0,Honda
5440,66000.0,12000.0,First Owner,5.0,150.0,Bajaj
5463,65000.0,9300.0,First Owner,10.0,350.0,Royal Enfield
5464,45000.0,19542.0,First Owner,7.0,160.0,TVS
5465,25000.0,41915.0,First Owner,12.0,150.0,Bajaj
5466,33000.0,31500.0,Third Owner,14.0,200.0,Bajaj
5468,38000.0,8718.0,First Owner,3.0,100.0,TVS
5469,75000.0,24000.0,First Owner,7.0,350.0,Royal Enfield
5470,70000.0,45000.0,Second Owner,15.0,350.0,Royal Enfield
5471,133300.0,18000.0,First Owner,5.0,350.0,Royal Enfield
5472,165000.0,2791.0,First Owner,2.0,350.0,Royal Enfield
5473,42000.0,9755.0,First Owner,7.0,150.0,Bajaj
5474,35000.0,37795.0,First Owner,7.0,100.0,Hero
5475,37000.0,27520.0,First Owner,5.0,125.0,Honda
5476,82000.0,5200.0,First Owner,3.0,160.0,TVS
5477,85000.0,4500.0,First Owner,2.0,220.0,Bajaj
5478,115000.0,9759.0,First Owner,5.0,350.0,Royal Enfield
5479,27400.0,33000.0,First Owner,10.0,110.0,Honda
5480,22000.0,29428.0,First Owner,9.0,150.0,Yamaha
5481,58000.0,9572.0,First Owner,9.0,350.0,Royal Enfield
5482,14000.0,40000.0,Second Owner,12.0,100.0,Hero
5483,120000.0,16000.0,First Owner,3.0,200.0,TVS
5484,30000.0,45355.0,First Owner,6.0,125.0,Honda
5485,77100.0,15000.0,First Owner,5.0,150.0,Honda
5486,39999.0,27000.0,First Owner,8.0,150.0,Honda
5487,125000.0,17677.0,First Owner,4.0,350.0,Royal Enfield
5488,35000.0,21000.0,First Owner,10.0,150.0,Bajaj
5489,75000.0,30000.0,First Owner,6.0,200.0,Bajaj
5490,85000.0,3842.0,First Owner,7.0,350.0,Royal Enfield
5491,160000.0,6700.0,First Owner,3.0,200.0,KTM
5492,35000.0,27988.0,First Owner,14.0,150.0,Hero
5493,35000.0,34000.0,First Owner,10.0,220.0,Bajaj
5494,105000.0,11072.0,First Owner,8.0,500.0,Royal Enfield
5495,150000.0,1947.0,First Owner,2.0,350.0,Royal Enfield
5496,106000.0,26429.0,First Owner,4.0,400.0,Bajaj
5497,28000.0,42942.0,First Owner,13.0,200.0,Bajaj
5498,190000.0,4159.0,Second Owner,4.0,390.0,KTM
5499,18000.0,70000.0,Second Owner,15.0,110.0,TVS
5500,95000.0,1990.0,First Owner,4.0,200.0,TVS
